,0,1,2,3,4,5,6,7,8,9
0,-0.0015681807170565391,0.0017559323126091248,0.0016708443553593382,-0.001235106206935546,-0.0009147773549164412,0.0007506079976315054,-0.00015151383297563905,-0.0013624382122387469,0.0011750837972078648,-0.00043858631037293073
1,-0.001995469099500173,0.0009165016974335547,-0.0010522311677413653,0.0007516766780014405,-0.0007819748330888492,0.00046387049475136115,0.0005601766543979279,0.0009029910949595816,0.001309475934865433,8.669074115766021e-05
2,0.002066559813384793,0.0013287908509321616,-0.0018409961733421851,0.0022106303968682252,0.0006446429512583744,-0.001314220190924105,0.0008785868626375705,0.00119673855882632,-0.0015466502980618522,0.0002711318806372688
3,-0.0003770697276903209,-0.00028565355121318943,0.0015349528406123213,0.0006761470614983218,-0.0001126354011543654,0.002255836431274345,-0.0007597197203543747,-0.0019246827798456126,0.00013233494923823718,-0.00027995131165078446
4,0.0015806217350907452,0.0006466999227674161,0.0005630780487812854,-0.001311272238608872,-0.0006381477224177168,-0.00024211712648793403,0.00023783636215449008,0.00019044777027669144,-0.00083993649561087,0.0023525461758679114
5,-0.0011657754639520976,0.00038928869198106615,0.0008676946746967616,-0.0009986100493331717,0.0004938582689532322,0.0012374002312271815,0.00030823116647758954,-0.0001403075759418831,-0.00040814277647475045,-0.0010072292157104555
6,-0.001713353033475471,-0.00036864012870952047,-0.0006229407711650718,-0.00021630065206917592,0.0003802670347649149,-0.0021409309742137523,9.437549109289285e-05,0.0007399073187009443,0.0011104620614266632,-0.0009960113246244827
7,-0.0002347907359544716,4.903045038065829e-05,-0.0013477285125019142,0.0013535088473882915,-0.0004274906805572565,0.00039035802052868763,0.00011374848786957865,0.002711768989245106,0.0007586117897433448,0.0005204766297174724
8,-0.001960586432508447,-0.000753942635926061,2.736558003588628e-05,-0.0016430242688296646,0.0004195221070731065,-0.001060886706404593,-0.0008420690852621952,0.00038966349237073506,0.002570630047482496,0.00015702298965742547
9,0.00013417661004216626,-0.0007047610858983665,0.0017285077330010611,0.0007666181367697618,-0.0011498133256042998,0.0002580548715139218,-0.0007746163229950379,0.00042755873411985185,-0.00024685938739376696,-0.00032454453443730866
10,0.00010061958072277983,-6.42338396745481e-05,0.0004455447822943745,0.00032395877470262004,0.0024243027195322894,0.0013310827434996637,-0.0008583704736223149,-0.002178917947695689,0.000539747237552115,-0.0015752459128466584
11,0.0003331864956151014,7.974509404099242e-05,-0.0006875112021283266,0.0012247554446634583,0.00017605909883643063,0.0002224241615268262,-0.0010869865429952012,-0.0010043751970424178,-0.0006069726872190074,-0.0005721786444427408
12,0.0012813967451008638,0.0003262587316047947,0.0006659214763694725,-0.00040521213982236555,0.00034950984337850675,-0.0012944301702411218,0.0013515875493566396,-0.0003417339949049821,0.00036963372306689555,0.0009381197251231214
13,-0.0021273517670556295,4.114489557955432e-05,-0.0007757579673278792,0.0005129701359029592,0.0008439083315204711,-0.0005551989044837812,0.000268210438292229,0.0020113089067260925,-0.00036950159143462236,0.001623694827894823
14,-0.0006090487838385444,0.000774946195897327,-0.0003507239687627059,0.0008319956797443668,-0.00026072069374185984,7.513552026095924e-05,0.0022121915592914474,-0.001046348410648734,0.00032779626934499004,0.0008671740936670618
15,-0.00015290066243518573,0.0008698937393117981,0.00039431107455262877,0.0007971752350669261,0.0012412180715476767,0.0013869591481747167,0.00017907862726448942,-0.0013118550598937397,0.0015153782720064362,0.0012566797106288333
16,-0.0009162902930545676,0.0003062887081610604,-0.0008341275643529991,-0.0009226146841741151,-0.001273630236051098,0.0017345144086605472,-0.0002283250896212485,0.0009062611238831385,-0.0006549227135418298,0.00029357665341652486
17,-0.0005784067238104424,-0.0004952365912427179,0.0008598922405720806,0.0004931180921340256,1.1554877993858557e-05,0.00018045717517448928,-0.0002441090947382059,0.0002334874847733838,-0.0005353620861272514,-0.0005682897257687189
18,-7.3442493113784e-05,-0.00022988991849246955,0.0015425024347330662,0.0006677316105357363,-0.0005347927695031331,-0.00041067112755274185,0.002652154153843568,-0.00027842959796795484,0.0013245698076598403,0.0012470973276253563
19,0.0008144633710423418,0.0005396439766478703,-0.00039982903564007253,9.706605156771919e-05,0.0006100566428975557,0.0012855184090601812,-0.0013158833433162776,0.000699511818313531,-0.0016949276292640971,-0.0015848831485202408
